Time, 1, COMPLETE, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, FIRST_FAILED_TEST, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, SECOND_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647, 2147483647, 2147483647]
Time, 1, THIRD_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647, 2147483647, 2147483647]
Time, 1, FOURTH_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647, 2147483647, 2147483647]
Time, 1, FIFTH_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647, 2147483647, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_1, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_2, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_3, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_4, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_5, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_6, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_7, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_8, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_9, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 1, EXTRA_PASSED_TESTS_10, JACCARD, 0, 2, 2, 0.425595, 0.500000, [2, 3, 12, 14, 2147483647]
Time, 2, COMPLETE, JACCARD, 0, 1, 1, 0.185972, 0.500000, [2, 35, 3887]
Time, 2, FIRST_FAILED_TEST, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, SECOND_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647]
Time, 2, THIRD_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647]
Time, 2, FOURTH_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647]
Time, 2, FIFTH_FAILED_TEST, JACCARD, 0, 0, 0, 0.000000, 0.000000, [2147483647, 2147483647, 2147483647]
Time, 2, EXTRA_PASSED_TESTS_1, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_2, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_3, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_4, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_5, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_6, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_7, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_8, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_9, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 2, EXTRA_PASSED_TESTS_10, JACCARD, 1, 1, 1, 0.352638, 1.000000, [1, 35, 3887]
Time, 3, COMPLETE, JACCARD, 1, 3, 8, 0.485121, 1.000000, [1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3375, 3376, 3393, 3394, 3399, 3400, 3405, 3406]
Time, 3, FIRST_FAILED_TEST, JACCARD, 0, 4, 4, 0.138785, 0.500000, [2, 3, 4, 5, 3362, 3363, 3368, 3369, 3372, 3373, 3376, 3377, 3384, 3385, 3392, 3393, 3398, 3399, 3404, 3405]
Time, 3, SECOND_FAILED_TEST, JACCARD, 1, 2, 2, 0.173752, 1.000000, [1, 2, 11, 12, 13, 14, 3364, 3365, 3370, 3371, 3374, 3375, 3378, 3379, 3392, 3393, 3398, 3399, 3404, 3405]
Time, 3, THIRD_FAILED_TEST, JACCARD, 1, 2, 2, 0.189933, 1.000000, [1, 2, 16, 17, 18, 19, 20, 21, 3366, 3367, 3372, 3373, 3376, 3377, 3392, 3393, 3398, 3399, 3404, 3405]
Time, 3, FOURTH_FAILED_TEST, JACCARD, 1, 2, 4, 0.246600, 1.000000, [1, 2, 8, 9, 12, 13, 27, 28, 29, 30, 3372, 3373, 3376, 3377, 3392, 3393, 3398, 3399, 3404, 3405]
